artist,title,lyric
Damien Rice,Volcano,"[Verse 1: Damien Rice]
Don't hold yourself like that
You'll hurt your knees
Well I kissed your mouth and back
But that's all I need
Don't build your world around
Volcanoes melt you down

[Chorus: Damien Rice & Lisa Hannigan]
What I am to you is not real
What I am to you, you do not need
What I am to you is not what you mean to me
You give me miles and miles of mountains
And I'll ask for the sea

[Verse 2: Lisa Hannigan]
Don't throw yourself like that
In front of me
I kissed your mouth, your back
Is that all you need?
Don't drag my love around
Volcanoes melt me down

[Chorus: Damien Rice & Lisa Hannigan]
What I am to you is not real
What I am to you, you do not need
What I am to you is not what you mean to me
You give me miles and miles of mountains
And I'll ask . . 

[Bridge: Damien Rice]
What I give to you
Is just what I'm going through
This is nothing new, no no
Just another phase of finding
What I really need
Is what makes me bleed
But like a new disease
Lord, she's still too young to treat

What I am to you (oh she's still too young)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(Volcanoes melt you down)
You do not need (she's still too young)
What I am to you (oh she's still too young)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(Volcanoes melt you down)
You do not need (she's still too young)
What I am to you (oh she's still too young)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(Volcanoes melt you down)
You do not need (she's still too young)
What I am to you (oh she's still too young)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(Volcanoes melt you down)
You do not need (she's still too young)

What I am to you (oh she's still too young)
(I kissed your mouth)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(I kissed your mouth)
(Volcanoes melt you down)
You do not need (she's still too young)
And what I am to you (oh she's still too young)
(I kissed your mouth)
(Volcanoes melt you down)
Is not real, (she's still too young)
What I am to you, (oh she's still too young)
(I kissed your mouth)
(Volcanoes melt you down)
You do not need (she's still too young)

You do not need me"
Damien Rice,Cannonball,"[Verse 1]
Still a little bit of your taste in my mouth
Still a little bit of you laced with my doubt
Still a little hard to say what's going on
Still a little bit of your ghost, your witness
Still a little bit of your face I haven't kissed
You step a little closer each day
That I can't say what's going on

[Chorus]
Stones taught me to fly
Love, it taught me to lie
Life, it taught me to die
So it's not hard to fall
When you float like a cannonball

[Verse 2]
Still a little bit of your song in my ear
Still a little bit of your words I long to hear
You step a little closer to me
So close that I can't see what's going on

[Chorus]
Stones taught me to fly
Love, it taught me to lie
And life taught me to die
So it's not hard to fall
When you float like a cannon...
Stones taught me to fly
Love, it taught me to cry
So come on, courage!
Teach me to be shy

[Outro]
'Cause it's not hard to fall
And I don't wanna scare her
It's not hard to fall
And I don't wanna lose
It's not hard to grow
When you know that you just don't know"
Damien Rice,Cheers Darlin’,"Cheers darlin'
Here's to you and your lover boy
Cheers darlin'
I got years to wait around for you
Cheers darlin'
I've got your wedding bells in my ear
Cheers darlin'
You give me three cigarettes to smoke my tears away

And I die when you mention his name
And I lied, I should have kissed you
When we were running in the rain

What am I darlin'?
A whisper in your ear?
A piece of your cake?
What am I, darlin?
The boy you can fear?
Or your biggest mistake?

Cheers darlin'
Here's to you and your lover man
Cheers darlin'
I just hang around and eat from a can
Cheers darlin'
I got a ribbon of green on my guitar
Cheers darlin'
I got a beauty queen
To sit not very far from me

I die when he comes around
To take you home
I'm too shy
I should have kissed you when we were alone

What am I darlin'?
A whisper in your ear?
A piece of your cake?
What am I, darlin?
The boy you can fear?
Or your biggest mistake?

Oh what am I? What am I darlin'?
I got years to wait..."
Damien Rice,Back To Her Man,"[Verse 1]
There's a look of hunger in a women with heat,
It's enough to lift an old man from his knees.
Like the piece of a puzzle he's been looking for,
He was leaning to dying, now he's coming back for more.

[Verse 2]
The look of a women when she gets you alone,
You can't see what's coming but there's blood in your bones,
There's power in your pocket and ships in your sea,
It doesn't often happen, but it happened to me.

[Chorus]
Then she goes back to her man,
Back to her man,
Back to, back to, her man.

[Verse 3]
There's a look of war in the way that you go,
But the lead in your arrow is loose, don't you know?
But whatever you got, you lost in the game,
Of picking your own pockets for someone to blame.

[Verse 4]
There may be nothing above the arc of love,
Depending on who you're dreaming of.
You can't escape when it feels like rape,
But who's raping who?

[Chorus]
Then she goes back to her man,
Back to her man,
Back to, back to, her man.

[Chorus]
She goes back to her man,
Back to her man,
Back to, back to, her man.

[Bridge]
She don't love him
(Back to her man)
She don't love him no more
(Back to her man)
She don't love him, love him
(Back to, back to, her man)
She don't love him no more

She don't love him
(She goes back to her man)
She don't love him no more
(Back to her man)
She don't love him, love him
(Back to, back to her man)"
Damien Rice,Elephant,"[Verse 1]
This has got to die
This has got to stop
This has got to lie down
Someone else on top

You can keep me pinned
It's easier to tease
But you can't paint an elephant
Quite as good as she

[Chorus 1]
And she may cry like a baby
And she may drive me crazy
Cause I am lately lonely

[Verse 2]
So why d'you have to lie?
I take it I'm your crutch
The pillow in your pillow case
Is easier to touch

And when you think you've sinned
Do you fall upon your knees?
And do you sit within your picture?
Do you still forget the breeze?

[Chorus 2]
And she may rise, if I sing you down
And she may wisely cling to the ground
Cause I'm lately horny
So why would she take me horny?

[Bridge]
What's the point of this song? Or even singing?
You've already gone, why am I clinging?
Well I could throw it out, and I could live without
And I could do it all for you
I could be strong
Tell me if you want me to lie
Cause this has got to die

[Outro]
This has got to stop
This has got to lie down, down
With someone else on top

You can both keep me pinned
Cause it's easier to tease
But you can't make me happy
Quite as good as me

Well you know that's a lie"
Damien Rice,My Favourite Faded Fantasy,"[Produced by Rick Rubin]

[Verse 1]
You could be my favourite taste to touch my tongue
I know someone who could serve me love
But it wouldn't fill me up
You could have my favourite face and favourite name
I know someone who could play the part
But it wouldn't be the same

[Chorus 1]
No, it wouldn't be the same
No, it wouldn't be the same
No, it wouldn't be the same
As with you

[Verse 2]
You could be my favourite place I've ever been
I got lost in your willingness
To dream within the dream
You could be my favourite faded fantasy
I've hung my happiness upon what it all could be

[Chorus 2]
And what it all could be
What it all, what it all could be
What it all, what it all could be
With you
What it all, what it all could be
What it all, what it all could be
What it all, what it all could be
With you

[Verse 3]
You could hold the secrets that save me from myself
I could love you more than love could
All the way from hell
You could be my poison, my cross, my razor blade
I could love you more than life
If I wasn't so afraid

[Chorus 3]
Of what it all could be
What it all, what it all could be
Of what it all, what it all could be
With you
What it all, what it all could be
Of what it all, what it all could be
What it all, what it all could be
With you

[Bridge]
Love dissolved the bloom
Always watch it
Never let someone go or they
I ain't never loved like you

[Outro]
'Cause I've never loved
I've never loved
I've never loved another like you
I've never loved
I've never loved
I've never loved
I've never loved another like you
I've never loved
I've never loved"
Damien Rice,The Greatest Bastard,"[Verse 1]
I made you laugh, I made you cry
I made you open up your eyes
Didn't I?
I helped you open out your wings
Your legs, and many other things
Didn't I?

[Verse 2]
Am I the greatest bastard that you know?
The only one who let you go?
The one you hurt so much you cannot bear?
Well, we were good when we were good
When we were not misunderstood

[Verse 3]
You helped me love, you helped me live
You helped me learn how to forgive
Didn't you?
I wish that I could say the same
But when you left, you left the blame
Didn't you?

[Verse 4]
Am I the greatest bastard that you met?
The only one you can't forget?
Am I the one your truth's been waiting for?
Or am I just dreaming once again?
Some dreams are better when they end

[Chorus]
Some make it, mistake it
Some force and some will fake it
I never meant to let you down
Some fret it, forget it
Some ruin and some regret it
I never meant to let you down

[Verse 5]
We learned to wag and tuck our tails
We learned to win and then to fail
Didn't we?
We learned that lovers love to sing
And that losers love to cling
Didn't we?

[Verse 6]
Am I the greatest bastard that you know?
When will we learn to let this go?
We fought so much, we've broken all the charm
But letting go is not the same
As pushing someone else away

[Bridge]
So please don't let on
You don't know me
Please don't let on
I'm not here
Please don't let on
You don't love me
'Cause I know you do
I know

[Chorus]
That some make it, mistake it
Some force and some will fake it
I never meant to let you down
Some fret it, forget it
Some ruin and some regret it
I never meant to let you down
I never meant to let you
I never meant to let you down
I never meant..."
Damien Rice,Colour Me In,"[Verse 1]
Well, I tried to repress it and I carried its crown
I reached out to undress it and love let me down
Love let me down

[Verse 2]
So I tried to erase it, but the ink bled right through
Almost drove myself crazy and these words led to you
And all these useless dreams of living alone
Like a dog-less bone

[Chorus]
So come let me love you
Come let me love you
And then... colour me in

[Verse 3]
Well, I tried to control it and cover it up
I reached out to console it, it was never enough
Never enough

[Verse 4]
So I tried to forget it, it was all part of the show
Told myself I'd regret it, but what do I know
About all these useless dreams of living alone
Like a dog-less bone

[Chorus]
So come let me love you
Come let me love you
And then... colour me in

[Bridge]
Come let me love you
Come let me take this through the end
Of all these useless dreams of living
All these useless dreams
All these useless dreams of living
All these, oh no

[Chorus]
So come let me love you
Come let me love you
Come let me love you
Come let me in"
Damien Rice,The Professor & La Fille Danse,"Well I don't know if I'm wrong 'cause she's only just gone
Here's to another relationship bombed
By my excellent breed of gamete disease
I'm sure when I'm older I'll know what that means

She cried when she should and she laughed when she could
Here's to the man with his face in the mud
And an overcast play just taken away
From the lovers in love at the centre of stage

Loving is fine if you've plenty of time
For walking on stilts at the edge of your mind
Loving is good if your dick's made of wood
And the dick left inside only half understood

What makes her come and what makes her stay?
What make the animal run, run away?
What makes him stall, what makes him stand
And what shakes the elephant now, and what makes a man?

I don't know, I don't know, I don't know
No I don't know you any more
No, no, no, no
Ooh yeah, hey hey hey hey

I don't know if I'm wrong; it's 'cause she's only just gone
Why the fuck is this day taking so long?
I was a lover of time, when once she was mine
I was a lover indeed, I was covered in weed

She cried when she should and she laughed when she could
Well, closer to God is the one who's in love
And I walk away cause I can
Too many options may kill a man

Loving is fine if it's not in your mind
But I've fucked it up too many times
Loving is good if it's not understood
But I'm the professor and feel that I should know

What makes her come and what makes her stay?
What make the animal run, run away and
What makes him tick, apart from his prick
And the lonelier side of the jealousy stick

I don't know, I don't know, I don't know
No, I don't know, I don't know, I don't know
No, I don't know, I don't know, I don't know
Hell I don't know you any more

Well I don't know if I'm wrong 'cause she's only just gone
Here's to another relationship bombed
By my excellent breed of gamete disease
I finished it off with some French wine and cheese

La fille danse
Quand elle joue avec moi
Et je pense que je l'aime des fois
Le silence, n'ose pas dis-donc
Quand on est ensemble
Mettre les mots
Sur le petit dodo"
Damien Rice,Accidental Babies,"Well, I held you like a lover
Happy hands and your elbow
In the appropriate place

And we ignored our others
Happy plans, for that delicate look
Upon your face

Our bodies moved and hardened
Hurting parts of your garden
With no room for a pardon
In a place where no one knows
What we have done

Do you come
Together ever with him?
And is he dark enough
Enough to see your light?
And do you brush your teeth before you kiss?
Do you miss my smell?
And is he bold enough to take you on?
Do you feel like you belong?
And does he drive you wild?
Or just mildly free?
What about me?

Well, you held me like a lover
Sweaty hands, and my foot
In the appropriate place

And we use cushions to cover
Happy glands in the mild issue
Of our disgrace

Our minds pressed and guarded
While our flesh disregarded
The lack of space for the light-hearted
In the boom that beats our drum

I know I make you cry
And I know sometimes you wanna die
But do you really feel alive without me?
If so, be free
If not, leave him for me
Before one of us has
Accidental babies
For we are in love

Do you come
Together ever with him
Is he dark enough
Enough to see your light
Do you brush your teeth before you kiss
Do you miss my smell
And is he bold enough to take you on
Do you feel like you belong
And does he drive you wild
Or just mildly free
What about me
What about me"
Alanis Morissette,Ironic,"[Intro]
Hey, yeah, yeah
Yeah, ah-ah-ah, yeah

[Verse 1]
An old man turned 98
He won the lottery, and died the next day
It's a black fly in your Chardonnay
It's a death row pardon two minutes too late

[Pre-Chorus]
And isn't it ironic?
Don't you think?

[Chorus]
It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought—it figures!

[Verse 2]
Mr. Play-It-Safe was afraid to fly
He packed his suitcase and kissed his kids goodbye
He waited his whole damn life to take that flight
And as the plane crashed down
He thought, ""Well, isn't this nice?""

[Pre-Chorus]
And isn't it ironic?
Don't you think?

[Chorus]
It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought—it figures!

[Bridge]
Well, life has a funny way of sneaking up on you
When you think everything's okay and everything's going right
And life has a funny way of helping you out
When you think everything's gone wrong
And everything blows up in your face

[Verse 3]
It's a traffic jam when you're already late
A no-smoking sign on your cigarette break
It's like ten thousand spoons when all you need is a knife
It's meeting the man of my dreams
And then meeting his beautiful wife

[Pre-Chorus]
And isn't it ironic?
Don't you think?
A little too ironic
And yeah, I really do think

[Chorus]
It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought—it figures!

[Outro]
And yeah, life has a funny way of sneaking up on you
And life has a funny, funny way of helping you out
Helping you out"
Alanis Morissette,You Oughta Know,"[Verse 1]
I want you to know, that I'm happy for you
I wish nothing but the best for you both
An older version of me
Is she perverted like me?
Would she go down on you in a theatre?
Does she speak eloquently
And would she have your baby?
I'm sure she'd make a really excellent mother

[Pre-Chorus 1]
'Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me
You'd hold me until you died?
'Til you died, but you're still alive

[Chorus]
And I'm here, to remind you
Of the mess you left when you went away
It's not fair, to deny me
Of the cross I bear that you gave to me
You, you, you oughta know

[Verse 2]
You seem very well, things look peaceful
I'm not quite as well, I thought you should know
Did you forget about me, Mr. Duplicity?
I hate to bug you in the middle of dinner
It was a slap in the face how quickly I was replaced
And are you thinkin' of me when you fuck her?

[Pre-Chorus 1]
'Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me
You'd hold me until you died?
'Til you died, but you're still alive

[Chorus]
And I'm here, to remind you
Of the mess you left when you went away
It's not fair, to deny me
Of the cross I bear that you gave to me
You, you, you oughta know

[Pre-Chorus 2]
'Cause the joke that you laid in the bed that was me
And I'm not gonna fade, as soon as you close your eyes
And you know it
And every time I scratch my nails down someone else's back
I hope you feel it
Well, can you feel it?

[Chorus]
Well, I'm here, to remind you
Of the mess you left when you went away
It's not fair, to deny me
Of the cross I bear that you gave to me
You, you, you oughta know

[Chorus / Outro]
Why I'm here, to remind you
Of the mess you left when you went away
It's not fair, to deny me
Of the cross I bear that you gave to me
You, you, you oughta know"
Alanis Morissette,Hand in My Pocket,"[Verse 1]
I'm broke, but I'm happy
I'm poor, but I'm kind
I'm short, but I'm healthy, yeah
I'm high, but I'm grounded
I'm sane, but I'm overwhelmed
I'm lost, but I'm hopeful, baby

[Chorus]
And what it all comes down to
Is that everything's gonna be fine, fine, fine
'Cause I've got one hand in my pocket
And the other one is givin' a high five

[Verse 2]
I feel drunk, but I'm sober
I'm young and I'm underpaid
I'm tired, but I'm working, yeah
I care, but I'm restless
I'm here, but I'm really gone
I'm wrong and I'm sorry, baby

[Chorus]
And what it all comes down to
Is that everything's gonna be quite alright
'Cause I've got one hand in my pocket
And the other one is flickin' a cigarette

[Bridge]

[Chorus]
And what it all comes down to
Is that I haven't got it all figured out just yet
'Cause I've got one hand in my pocket
And the other one is givin' a peace sign

[Verse 3]
I'm free, but I'm focused
I'm green, but I'm wise
I'm hard, but I'm friendly, baby
I'm sad, but I'm laughing
I'm brave, but I'm chicken shit
I'm sick, but I'm pretty, baby

[Chorus]
And what it all boils down to
Is that no one's really got it figured out just yet
Well, I've got one hand in my pocket
And the other one is playin' a piano
And what it all comes down to my friends, yeah
Is that everything is just fine, fine, fine
'Cause I've got one hand in my pocket
And the other one is hailin' a taxi cab"
Alanis Morissette,Thank U,"[Verse 1]
How 'bout getting off of these antibiotics
How 'bout stopping eating when I'm full up
How 'bout them transparent dangling carrots
How 'bout that ever elusive kudo

[Chorus 1]
Thank you India
Thank you terror
Thank you disillusionment
Thank you frailty
Thank you consequence
Thank you, thank you silence

[Verse 2]
How 'bout me not blaming you for everything
How 'bout me enjoying the moment for once
How 'bout how good it feels to finally forgive you
How 'bout grieving it all one at a time

[Chorus 1]
Thank you India
Thank you terror
Thank you disillusionment
Thank you frailty
Thank you consequence
Thank you, thank you silence

[Bridge]
The moment I let go of it
Was the moment I got more than I could handle
The moment I jumped off of it
Was the moment I touched down

[Verse 3]
How 'bout no longer being masochistic
How 'bout remembering your divinity
How 'bout unabashedly bawling your eyes out
How 'bout not equating death with stopping

[Chorus 2]
Thank you India
Thank you providence
Thank you disillusionment
Thank you nothingness
Thank you clarity
Thank you, thank you silence

[Outro]
Yeah, yeah
Oh, oh, oh-oh
No, oh, oh, oh
No, oh, oh, oh"
Alanis Morissette,Ablaze,"[Verse 1]
First thing that you'll notice is some separation from each other
Yes, it's a lie, we've been believing since time immemorial
There was an apple, there was a snake, there was division
There was a split, there was a conflict in the fabric of life

[Verse 2]
One became two, and then everyone was out for themselves
Everyone was pitted against each other, conflict ruled the realm
All our devotions and temperaments are pulled from different wells
We seem to easily forget we are made of the same cells

[Chorus 1]
To my boy, all that energy, so vital
Love your hues and your blues in equal measure
Your comings and your goings-away
My mission is to keep the light in your eyes ablaze

[Verse 3]
Second thing you'll notice is that often we think that there's not enough
It might feel dark, it might feel lonely and you'll wonder why you're here
You'll be overcome with darkness and a sense of hopelessness
But it won't matter if you keep the core connected to the oneness

[Chorus 2]
To my girl, all your innocence and fire
When you reach out, I am here hell or high water
This nest is never going away
My mission is to keep the light in your eyes ablaze

[Bridge]
And this cord is unbreakable
This pilot light is there in your pocket
And this bond, beyond unshakable
Even if we all forgot, all at the same time
If we forget at the same time

[Chorus 3]
To my boy, my precious, gentle warrior
To your sweetness and your strength in exploring
May this bond stay with you through all your days
My mission is to keep the light in your eyes ablaze

[Chorus 2]
To my girl, all your innocence and fire
When you reach out, I am here hell or high water
This nest is never going away
My mission is to keep the light in your eyes ablaze

[Outro]
To my boy
(First thing that you'll notice is that everything is temporary)
To my girl
(Next that you might know is that we will always be a family)
To my boy
(My mission is to keep the light in your eyes ablaze)"
Alanis Morissette,​Reasons I Drink,"[Verse 1]
These are the reasons I drink
The reasons I tell everybody I'm fine even though I am not
These are the reasons I overdo it
I have been working since I can remember, since I was single digits
Now, even though I've been busted
I don't know where to draw the line 'cause that groove has gotten so deep

[Pre-Chorus 1]
And nothing can give reprieve like they do
Nothing can give a break for this soldier like they do

[Chorus 1]
Here we are
I feel such rapture and my comfort is so strong, oh
One more hit
It feels so helpful in my need for respite, oh

[Verse 2]
And here are the reasons I eat
Reasons I feel everything so deeply when I'm not medicated
And so that's it, I am buying a Lamborghini
To make up for these habits, to survive this sick industry

[Pre-Chorus 2]
Nothing can give reprieve like they do
Nothing can give me a break from this torture like they do

[Chorus 2]
Here we are
I feel such rapture and my comfort is so strong, oh
One more sip
It feels so helpful in my need for some long overdue respite, oh

[Bridge]
And these are the reasons I don't even think I would quit
And these are the reasons I can't even see straight
And these are the ones whom I know it so deeply affects
And I am left wondering how I would function without it

[Chorus 3]
Here we are
I feel such rapture and my comfort is so strong, oh
One more rip
I go from one lilypad to another to stay lit, oh"
Alanis Morissette,Head Over Feet,"[Verse 1]
I had no choice but to hear you
You stated your case, time and again
I thought about it
You treat me like I'm a princess
I'm not used to liking that
You ask how my day was

[Chorus]
You've already won me over
In spite of me
And don't be alarmed if I fall
Head over feet
And don't be surprised if I love you
For all that you are
I couldn't help it
It's all your fault

[Verse 2]
Your love is thick
And it swallowed me whole
You're so much braver
Than I gave you credit for
That's not lip service

[Chorus]
You've already won me over
In spite of me
And don't be alarmed if I fall
Head over feet
And don't be surprised if I love you
For all that you are
I couldn't help it
It's all your fault

[Verse 3]
You are the bearer
Of unconditional things
You held your breath
And the door for me
Thanks for your patience

[Instrumental Bridge]

[Verse 4]
You're the best listener
That I've ever met
You're my best friend
Best friend with benefits
What took me so long
I've never felt this healthy before
I've never wanted something rational
I am aware now, oh
I am aware now

[Chorus]
You've already won me over
In spite of me
And don't be alarmed if I fall
Head over feet
And don't be surprised if I love you
For all that you are
I couldn't help it
It's all your fault

[Chorus]
You've already won me over
In spite of me
And don't be alarmed if I fall
Head over feet
And don't be surprised if I love you
For all that you are
I couldn't help it
It's all your fault

[Outro]
I couldn't help it
It's all your fault"
Alanis Morissette,You Learn,"[Verse 1]
I recommend getting your heart trampled on to anyone
Yeah, oh
I recommend walkin' around naked in your living room
Yeah

[Pre-Chorus]
Swallow it down (What a jagged little pill)
It feels so good (Swimming in your stomach)
Wait until the dust settles

[Chorus]
You live, you learn
You love, you learn
You cry, you learn
You lose, you learn
You bleed, you learn
You scream you learn

[Verse 2]
I recommend biting off more than you can chew to anyone
I certainly do
I recommend sticking your foot in your mouth at any time
Feel free

[Pre-Chorus]
Throw it down (The caution blocks you from the wind)
Hold it up (To the rays)
You wait and see when the smoke clears

[Chorus]
You live, you learn
You love, you learn
You cry, you learn
You lose, you learn
You bleed, you learn
You scream, you learn

[Pre-Chorus]
Wear it out (The way a three-year-old would do)
Melt it down (You're gonna have to eventually anyway)
The fire trucks are comin' up around the bend

[Chorus]
You live, you learn
You love, you learn
You cry, you learn
You lose, you learn
You bleed, you learn
You scream, you learn

[Outro]
You grieve, you learn
You choke, you learn
You laugh, you learn
You choose, you learn
You pray, you learn
You ask, you learn
You live, you learn"
Alanis Morissette,All I Really Want,"[Verse 1]
Do I stress you out?
My sweater is on backwards and inside out
And you say, ""How appropriate!""
I don't wanna dissect everything today
I don't mean to pick you apart, you see
But I can't help it

[Pre-Chorus]
And there I go jumping before the gunshot has gone off
Slap me with the splintered ruler
And it would knock me to the floor if I wasn't there already
If only I could hunt the hunter

[Chorus]
And all I really want is some patience
A way to calm the angry voice
And all I really want is deliverance
Ah, aao, aao, aao, aa, aah

[Verse 2]
Do I wear you out?
You must wonder why I'm relentless and all strung out
I'm consumed by the chill of solitary
I'm like Estella
I like to reel it in and then spit it out
I'm frustrated by your apathy

[Pre-Chorus]
And I am frightened by the corrupted ways of this land
If only I could meet the maker
And I am fascinated by the spiritual man
I'm humbled by his humble nature, yeah

[Chorus]
And what I wouldn't give to find a soulmate
Someone else to catch this drift
And what I wouldn't give to meet a kindred
Ah, aao, aao, aao, aa, aah

[Bridge]
Enough about me, let's talk about you for a minute
Enough about you, let's talk about life for a while
The conflicts, the craziness and the sound of pretenses falling
All around, all around

[Verse 3]
Why are you so petrified of silence?
Here, can you handle this?
Did you think about your bills, your ex, your deadlines
Or when you think you're gonna die?
Or did you long for the next distraction?

[Pre-Chorus]
And all I need now is intellectual intercourse
A soul to dig the hole much deeper
And I have no concept of time other than it is flying
If only I could kill the killer

[Chorus]
And all I really want is some peace, man
A place to find a common ground
And all I really want is a wavelength
Ah, aao, aao, aao, aa, aah
And all I really want is some comfort
A way to get my hands untied
And all I really want is some justice
Ah, aao, aao, aao, aa, aah

[Outro]
It's all I really want, some patience
A way to calm me down
And all I really want is deliverance
A place to find a common ground
And all I really want is some justice"
Alanis Morissette,Uninvited,"[Verse 1]
Like anyone would be
I am flattered by your fascination with me
Like any hot blooded woman
I have simply wanted an object to crave

[Chorus]
But you, you're not allowed
You're uninvited
An unfortunate slight

[Verse 2]
Must be strangely exciting
To watch the stoic squirm
Must be somewhat heartening
To watch shepherd meet shepherd

[Chorus]
But you, you're not allowed
You're uninvited
An unfortunate slight

[Verse 3]
Like any uncharted territory
I must seem greatly intriguing
You speak of my love like
You have experienced love like mine before

[Chorus]
But this is not allowed
You're uninvited
An unfortunate slight

[Outro]
I don't think you unworthy
But I need a moment to deliberate"
Alanis Morissette,Hands Clean,"[Verse 1]
If it weren't for your maturity, none of this would have happened
If you weren't so wise beyond your years, I would've been able to control myself
If it weren't for my attention, you wouldn't have been successful and if
If it weren't for me, you would never have amounted to very much

[Pre-Chorus]
Ooh, this could be messy
But you don't seem to mind, and
Ooh, don't go telling everybody
And overlook this supposed crime

[Chorus]
We'll fast forward to a few years later
And no one knows except the both of us
And I have honored your request for silence
And you've washed your hands clean of this

[Verse 2]
You're essentially an employee and I like you having to depend on me
You're a kind of protégé, and one day, you'll say you learned all you know from me and
And I know you depend on me like a young thing would to a guardian
I know you sexualize me like a young thing would, and I think I like ya

[Pre-Chorus]
Ooh, this could get messy
But, ooh, you don't seem to mind
Dude, don't go telling everybody
And overlook this supposed crime

[Chorus]
We'll fast forward to a few years later
And no one knows except the both of us
And I've more than honored your request for silence
And you've washed your hands clean of this

[Bridge]
What part of our history's reinvented and under rug swept?
What part of your memory is selective and tends to forget?
What with this distance it seems so obvious?

[Verse 3]
Just make sure you don't tell on me, especially to members of your family
We best keep this to ourselves and not tell any members of our inner posse
I wish I could tell the world cause you're such a pretty thing when you're done up properly
I might wanna marry you one day, if you watch that weight and keep your firm body

[Pre-Chorus]
Ooh, this could be messy, and
Ooh, I don't seem to mind
Ooh, don't go telling everybody
And overlook this supposed crime

[Chorus]
We'll fast forward to a few years later
And no one knows except the both of us
And I have honored your request for silence
And you've washed your hands clean of this

[Pre-Chorus]
Ooh, this could get messy, and
Ooh, I don't seem to mind
Ooh, don't go telling everybody
And overlook this supposed crime

[Chorus]
We'll fast forward to a few years later
And no one knows except the both of us
And I have honored your request for silence
And you've washed your hands clean of this"
Alanis Morissette,Smiling,"[Verse 1]
This is a life of extremes
Both sides are slippery and enticing
These are my places off the rails
And this, my loose recollection of a falling
I barely remember who I failed
I was just trying to keep it together

[Chorus]
This is my first wave of my white flag
This is the sound of me hitting bottom
This, my surrender, if that's what you call it
In the anatomy of my crash

[Post-Chorus]
And I keep on smiling
Keep on moving
Can't stand still

[Verse 2]
Me, the notorious bottom dweller
Me, the ceiling-less brave explorer
Lured to the ends of overwhelm

[Chorus]
This is my first wave of the white flag
This is the sound of me hitting bottom
This, my surrender, if that's what I call it
In the anatomy of my crash

[Post-Chorus]
And I keep on smiling
Keep on moving
Can't stand still

[Verse 3]
Such pretty forks in the road
On this continuum I've been bouncing
Life flashing promise before my eyes

[Chorus]
This is my first wave of my white flag
This is the sound of me hitting bottom
This, my surrender, if I can bare it
In the anatomy of my crash

[Post-Chorus]
And I keep on smiling
Keep on moving
Can't stand still"
Alanis Morissette,Right Through You,"[Verse 1]
Wait a minute, man
You mispronounced my name
You didn't wait for all the information
Before you turned me away
Wait a minute, sir
You kind of hurt my feelings
You see me as a sweet back-loaded puppet
And you've got meal ticket taste

[Chorus]
I see right through you
I know right through you
I feel right through you
I walk right through you

[Verse 2]
You took me for a joke
You took me for a child
You took a long hard look at my ass
And then played golf for a while
Your shake is like a fish
You pat me on the head
You took me out to wine, dine, 69 me
But didn't hear a damn word I said

[Chorus]
I see right through you
I know right through you
I feel right through you
I walk right through you (Woo)

[Verse 3]
Oh, hello Mr. Man
You didn't think I'd come back
You didn't think I'd show up with my army
And this ammunition on my back
Now that I'm Miss Thing
Now that I'm a zillionaire
You scan the credits for your name
And wonder why it's not there

[Chorus]
I see right through you
I know right through you
I feel right through you
I walk right through you, you"
Alanis Morissette,Forgiven,"[Verse 1]
You know how us Catholic girls can be
We make up for so much time, a little too late
I never forgot it, confusing as it was
No fun with no guilt feelings
The sinners, the saviors, the loverless priests
I'll see you next Sunday

[Chorus]
We all had our reasons to be there
We all had a thing or two to learn
We all needed something to cling to
So we did

[Verse 2]
I sang Alleluia in the choir (Alleluia)
I confessed my darkest deeds to an envious man
My brothers, they never went blind for what they did
But I may as well have
In the name of the Father, the Skeptic and the Son
I had one more stupid question

[Chorus]
We all had our reasons to be there
We all had a thing or two to learn
We all needed something to cling to
So we did

[Bridge]
What I learned, I rejected, but I believe again
I will suffer the consequence of this inquisition
If I jump in this fountain, will I be forgiven?

[Chorus]
We all had our reasons to be there
We all had a thing or two to learn
We all needed something to cling to
So we did
We all had delusions in our heads
We all had our minds made up for us
We had to believe in something
So we did
We all had our reasons to be there
We all had a thing to learn
We all needed something to cling to
So we did

[Outro]
So we did
Ooh-ooh, I, I, I
So we did"
